sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
143746	632B	632B_S295_L001_R1_001.fastq.gz	f4b6ee68f65357cc398798fa841e663e514558886dc0a8248e40e425b6b9a3f1	632B_S295_L001_R2_001.fastq.gz	ce7ababa93cf39ea00f36e26bd008fc39a3503fe7a2c861d5a0997b2cc6723c3	679	20220112_matsuda	1.7140840098835157	1.017296152488528	0.04200494175785387	1.017296152488528	0.04200494175785387	0.0	0.0	0.0	0.0	1.0	0.0070596540769502295	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143651	1255C	1255C_S299_L001_R1_001.fastq.gz	7623ae0ed6fb42247540f7aa05b7eddecd6b4ebf24be1c10dd0cff2086ead2c8	1255C_S299_L001_R2_001.fastq.gz	b060ddeefcc0a18a457f5928b25ba1f2261dec725342ca7d907db6fd91cab014	679	20220112_matsuda	1.6396478445658773	1.0136612021857923	0.03460837887067395	1.0136612021857923	0.03460837887067395	0.0	0.0	0.0	0.0	1.0	0.01092896174863388	0	0	0.01092896174863388	0.0030358227079538553	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143659	1263B	1263B_S316_L001_R2_001.fastq.gz	a70bdb4344fc8d21d6bcbd3cfa5744d8204cfed0ac740af1885eb49b85debf69	1263B_S316_L001_R1_001.fastq.gz	e0eedaba8b30a81649b6c12640577b936d5574efb9c9edf6f4511c56fc8573e1	679	20220112_matsuda	1.9296187683284458	1.0087976539589443	0.06744868035190615	1.0087976539589443	0.06744868035190615	0.0	0.0	0.0	0.0	1.0	0.04398826979472141	0	0	0.026392961876832845	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143674	146B	146B_S277_L001_R1_001.fastq.gz	45535f338c3b3cffa09e1871e90cdd6136013deed099d447f4f7db96ac889792	146B_S277_L001_R2_001.fastq.gz	a814c838d2f0bdc9331798df2a26d58d10bf26ae1e64dd6cae7d5b0b21e29c11	679	20220112_matsuda	2.931266846361186	1.036388140161725	0.04716981132075472	1.036388140161725	0.04716981132075472	0.0	0.0	0.0	0.0	1.0	0.025606469002695417	0	0	0.005390835579514825	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143744	620C	620C_S368_L001_R1_001.fastq.gz	831618d3c50f8f9736eee0072cb3fa881688f30ea30cce9158f087422357c7d8	620C_S368_L001_R2_001.fastq.gz	4aaec8bd8ef633f8a3ea9999f3f91651c34204df57e0c95f6d168aeee7e1f164	679	20220112_matsuda	2.9622166246851385	1.0	0.027707808564231738	1.0	0.027707808564231738	0.0	0.0	0.0	0.0	1.0	0.017632241813602016	0	0	0.010075566750629723	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143681	160C	160C_S386_L001_R1_001.fastq.gz	55f4366e243c0110eca34e533040d3c93e69e5e69f1b6502aec0481c72a092e4	160C_S386_L001_R2_001.fastq.gz	01ede833a76bf2bf414687e2bb0bbeaf195280781ba7e571764a6df3ae1fcf59	679	20220112_matsuda	2.3740554156171285	1.022670025188917	0.04534005037783375	1.022670025188917	0.04534005037783375	0.0	0.0	0.0	0.0	1.0	0.020151133501259445	0	0	0.01133501259445844	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143629	10B	10B_S349_L001_R1_001.fastq.gz	b65f5d37789b971f4fb436dd79506ec3c11f03be57a83a991b2e21a8f64b1971	10B_S349_L001_R2_001.fastq.gz	b5fda3e04260e87aa5d4ff349b375d5ee0441c26681d9309bfa30e457c2972aa	679	20220112_matsuda	1.7341211225997046	1.0276957163958642	0.03840472673559823	1.0276957163958642	0.03840472673559823	0.0	0.0	0.0	0.0	1.0	0.01292466765140325	0	0	0.023633677991137372	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143630	10C	10C_S350_L001_R1_001.fastq.gz	ff29ea73e6913530954c8ce1bdb7c639541848246930879a81cc24bab0a34504	10C_S350_L001_R2_001.fastq.gz	a5738f82166afe71feba872114b32d835f19e8ad8d3ff5fae7e9fc399c58ebd1	679	20220112_matsuda	1.67686467172845	1.0243412237606073	0.03573023671281822	1.0243412237606073	0.03573023671281822	0.0	0.0	0.0	0.0	1.0	0.010719071013845467	0	0	0.024341223760607412	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143702	32C	32C_S389_L001_R1_001.fastq.gz	7ce0110a9c083785c2d3efdc47fba2ae46c2287bfbbaf86133144435ed7fd366	32C_S389_L001_R2_001.fastq.gz	89953b626544364d2bbe0bf38ddaa6ae59e89d6a0ece876c349eacecba2a78f4	679	20220112_matsuda	1.7050758459743292	1.0490081680280046	0.04171528588098016	1.0455075845974329	0.0411318553092182	0.003500583430571762	0.0005834305717619603	0.0	0.0	1.0	0.009043173862310384	0	0	0.03471411901983664	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
143700	32A	32A_S387_L001_R1_001.fastq.gz	813dd97498e67c6f2a2b2d5337ae7d85156259c9e0aed4c03f2ec24109c09805	32A_S387_L001_R2_001.fastq.gz	6fb025cd3a74335396ef9fc06bf47f4eaab8635b683835296bda38d158fdcdff	679	20220112_matsuda	1.677671370967742	1.0430947580645162	0.04233870967741935	1.0393145161290323	0.041834677419354836	0.003780241935483871	0.0005040322580645161	0.0	0.0	1.0	0.008316532258064516	0	0	0.03755040322580645	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	acroporidae	montipora	capitata	21.45128300	-157.79630000	NoData	NoData
