sample_uid	179282	179711	179487	179488	179186	179483	179267	179284	179196	178820	179750	179274	178571	180157	180156	179998	180160	180158
143713	0	0	0	0	0	0	0	0	0	0	0	0	0	5272.0	0	0	0	0
143721	0	0	0	0	0	0	0	0	0	0	0	0	0	2525.0	0	0	0	0
143631	0	0	0	0	0	0	0	0	0	0	0	0	0	5489.0	0	0	0	0
143632	0	0	0	0	0	0	0	0	0	0	0	0	0	6012.0	0	0	0	0
143646	0	0	0	0	0	0	0	0	0	0	0	0	0	5985.0	0	0	0	0
143682	0	0	0	0	0	0	0	0	0	0	0	0	0	3460.0	0	0	0	0
143647	0	0	0	0	0	0	0	0	0	0	0	0	0	5252.0	0	0	0	0
143762	0	0	0	0	0	0	0	0	0	0	0	0	0	3142.0	0	0	0	0
143664	0	0	0	0	0	0	0	0	0	0	0	0	0	5892.0	0	0	0	0
143644	0	0	0	0	0	0	0	0	0	0	0	0	0	2146.0	0	0	0	0
143633	0	0	0	0	0	0	0	0	0	0	0	0	0	5436.0	0	0	0	0
143680	0	0	0	0	0	0	0	0	0	0	0	0	0	4755.0	0	0	0	0
143684	0	0	0	0	0	0	0	0	0	0	0	0	0	2908.0	0	0	0	0
143683	0	0	0	0	0	0	0	0	0	0	0	0	0	3084.0	0	0	0	0
143695	0	0	0	0	0	0	0	0	0	0	0	0	0	2228.0	0	0	0	0
143678	0	0	0	0	0	0	0	0	0	0	0	0	0	1450.0	0	0	0	0
143666	0	0	0	0	0	0	0	0	0	0	0	0	0	3690.0	0	0	0	0
143763	0	0	0	0	0	0	0	0	0	0	0	0	0	2963.0	0	0	0	0
143758	0	0	0	0	0	0	0	0	0	0	0	0	0	3010.0	0	0	0	0
143757	0	0	0	0	0	0	0	0	0	0	0	0	0	3575.0	0	0	0	0
143679	0	0	0	0	0	0	0	0	0	0	0	0	0	2856.0	0	0	0	0
143712	0	0	0	0	0	0	0	0	0	0	0	0	0	2485.0	0	0	0	0
143634	0	0	0	0	0	0	0	0	0	0	0	0	0	2224.0	0	0	0	0
143665	0	0	0	0	0	0	0	0	0	0	0	0	0	3862.0	0	0	0	0
143690	0	0	0	0	0	0	0	0	0	0	0	0	0	5087.0	0	0	0	0
143760	0	0	0	0	0	0	0	0	0	0	0	0	0	1652.0	0	0	0	0
143709	0	0	0	0	0	0	0	0	0	0	0	0	0	3382.0	0	0	0	0
143689	0	0	0	0	0	0	0	0	0	0	0	0	0	3988.0	0	0	0	0
143764	0	0	0	0	0	0	0	0	0	0	0	0	0	2111.0	0	0	0	0
143639	0	0	0	0	0	0	282.0	0	0	0	0	0	0	3694.0	0	0	0	0
143650	0	372.0	0	0	0	0	0	0	0	0	0	0	0	2015.0	0	0	0	0
143768	0	650.0	0	0	0	0	0	0	0	0	0	0	0	2631.0	0	0	0	0
143739	0	1203.0	0	0	0	0	0	0	0	0	0	0	0	3490.0	0	0	0	0
143761	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0	0	0	0	0
143730	717.0	0	0	0	0	0	0	0	0	0	0	0	0	1431.0	0	0	0	0
143732	1138.0	0	0	0	0	0	0	0	0	0	0	0	0	2001.0	0	0	0	0
143740	0	2025.0	0	0	0	0	0	0	0	0	0	0	0	2886.0	0	0	0	0
143769	0	1112.0	0	0	0	0	0	0	0	0	0	0	0	1562.0	0	0	0	0
143755	0	0	0	0	0	1721.0	0	0	0	0	0	0	0	2249.0	0	0	0	0
143741	0	1431.0	0	0	0	0	0	0	0	0	0	0	0	1761.0	0	0	0	0
143753	0	0	0	0	0	1225.0	0	0	0	0	0	0	0	1432.0	0	0	0	0
143719	1104.0	0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0
143774	2871.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143775	3486.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143703	2243.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143778	3137.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143773	1879.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143779	3848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143660	3213.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143653	4613.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143720	3509.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143654	1050.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143652	3645.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143772	1916.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143717	3424.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143715	5333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143704	2303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143701	2871.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143693	3590.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143728	2590.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143727	3659.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143729	2565.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143670	2112.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143672	1223.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143691	2506.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143692	3145.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143671	1445.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143705	1142.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143716	4660.0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.0	0	0	0
143657	1592.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143710	2738.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143718	1526.0	0	0	0	0	0	0	0	0	0	0	0	0	0	456.0	0	0	0
143771	2458.0	0	0	0	0	0	0	0	0	0	0	0	0	763.0	0	0	0	0
143656	2081.0	0	0	0	0	0	0	0	0	0	0	0	0	699.0	0	0	0	0
143662	3287.0	0	0	0	0	0	0	0	0	0	0	0	0	1148.0	0	0	0	0
143663	3163.0	0	0	0	0	0	0	0	0	0	0	0	0	1369.0	0	0	0	0
143655	2625.0	0	0	0	0	0	0	0	0	0	0	0	0	1174.0	0	0	0	0
143661	2837.0	0	0	0	0	0	0	0	0	0	0	0	0	2136.0	0	0	0	0
143723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532.0	0	0	0
143765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3610.0	0	0	0
143766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2513.0	0	0	0
143668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5483.0	0	0	0
143676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2501.0	0	0	0
143667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3437.0	0	0	0
143722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762.0	0	0	0
143677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2860.0	0	0	0
143645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3338.0	0	0	0
143643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2013.0	0	0	0
143669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5670.0	0	0	0
143635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2444.0	0	0	0
143688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032.0	0	0	0
143696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2401.0	0	0	0
143648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4683.0	0	0	0
143742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.0	0	0	0
143776	0	0	0	170.0	0	0	0	0	0	0	0	0	0	0	2038.0	0	0	0
143649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.0	0	0	0
143777	0	0	0	315.0	0	0	0	0	0	0	0	0	0	0	1572.0	0	0	0
143694	0	0	0	0	0	0	0	0	0	0	131.0	0	0	0	1045.0	0	0	0
143743	380.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1711.0	0	0	0
143731	422.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1120.0	0	0	0
143685	0	4671.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143638	0	1734.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143637	0	3449.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143641	0	2506.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143640	0	2995.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143726	0	2027.0	0	0	0	0	0	0	0	0	0	0	0	0	303.0	0	0	0
143642	0	3364.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879.0	0
143770	0	2697.0	0	0	0	0	0	0	0	0	0	0	0	1869.0	0	0	0	0
143754	0	1641.0	0	0	0	0	0	0	0	0	0	0	0	1827.0	0	0	0	0
143687	0	0	6104.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143686	0	0	4255.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143699	0	0	1859.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143745	0	0	2383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143698	0	0	1868.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143725	0	0	2044.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143724	0	0	4337.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143636	0	0	1932.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143737	0	0	1992.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143738	0	0	3979.0	0	0	0	0	0	0	0	0	0	0	0	398.0	0	0	0
143736	0	0	2256.0	0	0	0	0	0	0	0	0	0	0	0	799.0	0	0	0
143756	0	0	1598.0	0	0	0	0	0	0	0	0	0	0	0	1244.0	0	0	0
143751	0	0	1344.0	0	0	0	0	0	0	0	0	0	0	0	1392.0	0	0	0
143752	0	0	1000.0	0	0	0	0	0	0	0	0	0	0	1088.0	0	0	0	0
143697	0	0	0	4930.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143708	0	0	0	3824.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143706	0	0	0	3421.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143707	0	0	0	4533.0	0	0	0	0	0	0	0	0	0	0	335.0	0	0	0
143735	0	0	0	0	2695.0	0	0	0	0	0	0	0	0	0	0	0	0	0
